OBJECTID,ID,ישוב,שימוש עיקרי,אוכלוסיה ב-2018,שטח מטר רבוע,סוג אזור,USETYPECOD,הרוגים,פצועים קשה,פצועים קל,הולכי רגל שנפגעו,נפגעים בגילאי 0-19,נפגעים בגילאי 20-64,נפגעים בגילאי 65 ומעלה,סהכ נפגעים,סהכ נהגים מעורבים,אופנועים,משאיות מעל 3.5 טון,אופניים,רכבים פרטיים,סהכ כלי רכב מעורבים,Shape_Length,Shape_Area,סהכ תאונות,תאונות לקילומטר רבוע,CITYCODE
825,2286,חדרה,מגורים,2723,6479598,מגורים,1,0,3,49,0,8,33,11,52,41,1,1,1,32,41,12814.45775,6479598.102,25,3.858263986,6500
826,1300,מעלה אדומים,מגורים,2324,565305,מגורים,1,0,1,4,0,2,2,1,5,9,2,0,0,5,9,4391.280552,565304.8188,5,8.844785739,
827,507,גנות,מגורים,588,1361013,מגורים,1,0,1,3,0,0,4,0,4,5,0,1,0,3,5,5127.245143,1361012.632,2,1.469494076,
828,1942,עין מאהל,מגורים,3283,2493646,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9677.468491,2493645.842,0,0,532
829,125,תל אביב - יפו,מתקן לתחבורה+ מגורים,587,214850,מגורים,1,1,17,74,11,6,71,6,92,140,29,5,4,76,140,1967.801994,214850.4815,69,321.153574,5000
830,1544,כפר אדומים,מגורים,4513,44298639,מגורים,1,2,3,50,0,16,36,2,55,42,4,1,0,31,42,27618.53398,44298638.78,23,0.519203313,
831,2505,אשקלון,מגורים,3528,257546,מגורים,1,1,0,5,4,1,2,3,6,8,0,0,1,4,8,2014.323556,257545.5838,6,23.29684676,7100
832,767,אשדוד,מגורים,14326,636280,מגורים,1,1,5,70,22,12,52,11,76,75,3,1,0,62,75,3259.934287,636279.8635,46,72.29523145,70
833,1393,בית שמש,מגורים,6025,737474,מגורים,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,4135.678669,737474.2305,1,1.355979584,2610
834,344,חולון,מגורים,11177,449331,מגורים,1,0,3,42,2,4,28,12,45,63,3,1,1,51,63,2702.52898,449330.8216,32,71.2170153,6600
835,2035,כפר ורדים,מגורים,5579,4879492,מגורים,1,0,0,6,1,3,3,0,6,4,0,0,0,4,4,12115.11785,4879491.664,3,0.614818142,1263
836,986,קדימה-צורן,מגורים+ פנאי ונופש,3421,1098806,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874.013832,1098806.227,0,0,
837,1653,חמרה גיתית מכורה,מגורים,811,94019174,מגורים,1,1,2,14,0,5,12,0,17,10,0,3,0,5,10,52974.39878,94019173.78,4,0.042544513,
838,2358,באר שבע,מגורים,3491,438573,מגורים,1,0,1,4,0,0,5,0,5,7,1,0,1,4,7,2749.782315,438572.7242,4,9.120494228,9000
839,604,רחובות,מגורים,2504,557280,מגורים,1,0,0,3,2,0,1,2,3,2,1,0,0,1,2,4128.632877,557280.1175,2,3.588859421,8400
840,1246,ירושלים,מגורים,5955,399520,מגורים,1,0,3,15,4,1,12,5,18,32,2,0,0,26,32,2909.37296,399519.7463,16,40.0480831,3000
841,2602,חצבה עין יהב עידן עיר אובות,מגורים,1710,325642849,מגורים,1,0,1,4,0,2,3,0,5,3,0,1,0,2,3,99216.77612,325642849.4,1,0.003070849,
842,197,רמת גן,מגורים,6121,316527,מגורים,1,0,4,27,11,5,22,4,31,46,9,1,0,24,46,2482.983921,316527.4438,27,85.30066044,8600
843,1872,אליקים,מגורים,887,4958615,מגורים,1,0,8,78,0,18,62,6,86,56,1,1,0,49,56,11159.45052,4958614.766,28,5.646738317,
844,839,בית הלוי העוגן,מגורים,1712,9376509,מגורים,1,2,1,2,0,0,3,2,5,4,1,0,0,2,4,20761.69968,9376508.802,2,0.213299005,
845,2195,עין דור גזית כפר מצר,מגורים,4465,29595789,מגורים,1,2,12,112,4,28,95,3,126,93,1,10,0,66,93,34737.06867,29595788.55,48,1.621852377,
846,1465,כפר האורנים,מגורים,2663,1981101,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6828.350417,1981101.152,0,0,
847,416,פתח תקווה,תעשיה,0,266929,תעשיה/מסחר/מתקנים,4,1,1,24,6,2,20,4,26,33,5,0,0,20,33,2174.795797,266928.5091,19,71.1801076,7900
848,1083,ירושלים,מגורים,4182,464185,מגורים,1,0,0,6,0,0,5,1,6,4,0,0,0,3,4,3401.355374,464184.709,2,4.30862965,3000
849,34,תל אביב - יפו,מגורים,3871,294540,מגורים,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2630.704312,294540.1105,1,3.395123328,5000
850,1725,חיפה,מגורים,2504,291146,מגורים,1,0,4,18,7,5,12,5,22,32,5,1,0,20,32,2590.488425,291146.4265,18,61.82456098,4000
851,676,נתניה,מגורים,8046,636874,מגורים,1,0,0,24,8,4,14,6,24,28,4,0,0,20,28,3313.984989,636874.4848,18,28.26302581,7400
852,2288,חדרה,מגורים,12611,950534,מגורים,1,2,14,177,54,35,124,32,193,221,13,3,5,178,221,4704.114604,950533.5306,130,136.7652963,6500
853,1318,נווה אילן יד השמונה נטף,מגורים,1710,32112998,מגורים,1,1,3,10,1,2,10,2,14,18,3,0,0,13,18,27333.5888,32112997.66,9,0.280260351,
854,269,קרית אונו,מגורים,4513,244354,מגורים,1,0,2,25,10,9,13,5,27,34,2,0,0,25,34,2123.686276,244354.343,22,90.03318595,2620
855,1944,עין מאהל,מגורים,4333,2298715,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8119.960607,2298715.182,0,0,532
856,911,אלעד,מגורים,7004,270384,מגורים,1,0,0,3,0,1,2,0,3,3,0,0,0,1,3,2144.254331,270383.5017,2,7.396901022,1309
857,1562,סאנור,לא ידוע,0,54515730,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34236.87834,54515729.53,0,0,
858,2523,תפרח גילת בטחה,מגורים,4391,12962762,מגורים,1,1,0,39,0,9,29,2,40,29,0,2,0,25,29,21069.546,12962762.21,13,1.002872674,
859,513,ראשון לציון,מתקן הנדסה,0,10415129,תעשיה/מסחר/מתקנים,4,0,3,13,1,1,13,2,16,24,6,1,0,15,24,12903.70863,10415128.62,11,1.056155944,8300
860,2141,קרית שמונה,תעשיה+מגורים,3477,1049799,מגורים,1,0,2,22,5,7,14,2,24,26,2,0,0,21,26,5028.842513,1049799.299,15,14.28844544,2800
861,1155,ירושלים,מתחם ציבורי,0,484419,מוסדי/ציבורי,2,0,1,15,0,3,10,3,16,18,0,0,1,15,18,2851.558684,484418.7954,8,16.51463584,3000
862,362,הוד השרון,מתקן הנדסי+ מגורים,573,981208,מגורים,1,0,0,2,1,0,2,0,2,3,1,0,0,2,3,5792.90068,981208.1795,2,2.038303432,9700
863,1797,קרית מוצקין,מגורים,0,514970,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080.339339,514969.7263,0,0,8200
864,1004,תל אביב - יפו,תעשיה,0,986293,תעשיה/מסחר/מתקנים,4,2,7,18,4,5,19,3,27,31,7,2,0,17,31,4623.90171,986293.0108,19,19.26405215,5000
865,2360,באר שבע,מגורים,4777,521237,מגורים,1,0,3,18,3,2,15,4,21,25,0,0,1,16,25,3025.889773,521237.0471,13,24.94066773,9000
866,622,רמלה,מגורים,4065,510330,מגורים,1,0,4,22,2,5,15,6,26,24,3,0,1,18,24,3719.466185,510329.9812,13,25.47371403,8500
867,1248,ירושלים,מגורים,4770,254701,מגורים,1,0,2,29,3,5,22,4,31,27,2,1,1,17,27,3074.817188,254700.7739,15,58.89263613,3000
868,2620,מועצה אזורית רמת הנגב- מנחת מישר,שטח פתוח,0,273201606,פנאי/טבע/ספורט,3,0,2,8,1,1,8,1,10,5,0,0,0,5,5,82076.86063,273201605.5,4,0.014641202,
869,215,רמת גן,מגורים,6196,487430,מגורים,1,1,6,33,14,6,25,8,40,48,5,0,1,35,48,3288.508152,487429.5542,31,63.5989339,8600
870,1890,קרית טבעון,מגורים,4958,2140439,מגורים,1,0,5,27,5,8,17,6,32,28,1,0,0,25,28,7797.971818,2140438.986,19,8.876683768,2300
871,841,בארותיים עולש,מגורים,2273,10231084,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14578.62272,10231084.31,0,0,
872,2213,אזור תעשיה תבור,תעשיה,0,11454472,תעשיה/מסחר/מתקנים,4,0,7,57,0,17,43,4,64,45,1,3,0,33,45,20916.47514,11454472.5,20,1.746042867,
873,1483,מבשרת ציון,מגורים,2416,582966,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205.970679,582965.5191,0,0,1015
874,434,פתח תקווה,תעשיה,0,718423,תעשיה/מסחר/מתקנים,4,0,6,111,16,12,88,17,117,138,20,3,2,93,138,3982.089527,718422.72,74,103.0034239,7900
875,1101,ירושלים,מגורים,784,228858,מגורים,1,0,0,11,0,5,6,0,11,6,1,0,0,5,6,2760.696109,228858.1501,3,13.10855654,3000
876,52,תל אביב - יפו,מגורים,4688,325306,מגורים,1,0,2,29,7,0,25,6,31,39,7,0,0,22,39,2323.640315,325306.2421,23,70.70260888,5000
877,1743,חיפה,שטח פתוח,0,255655,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850.210679,255654.856,0,0,4000
878,2432,באר שבע,מגורים,6167,1662037,מגורים,1,0,1,3,2,3,1,0,4,3,0,0,0,2,3,5413.271997,1662037.254,3,1.805013692,9000
879,694,נתניה,מגורים,786,426207,מגורים,1,0,2,42,1,5,30,8,44,44,8,1,1,27,44,3202.439972,426206.5261,23,53.9644482,7400
880,2050,בית ג'ן,מגורים,4152,22391329,מגורים,1,1,6,54,0,18,38,5,61,36,2,1,0,30,36,30044.15681,22391329.32,20,0.893202887,480
881,1320,גבעת זאב,מגורים,6237,2539344,מגורים,1,0,2,34,4,6,26,3,36,39,1,1,0,28,39,7250.147197,2539344.486,21,8.269850788,
882,287,יהוד,מגורים,5776,486676,מגורים,1,1,2,51,3,8,35,9,54,61,6,2,0,44,61,3148.751101,486676.0528,31,63.69740164,
883,1962,אעבלין,מגורים,4182,7650071,מגורים,1,0,10,137,0,35,104,8,147,104,5,1,0,85,104,17243.63807,7650071.276,53,6.928040025,529
884,913,טירת יהודה גבעת כח ברקת,מגורים,4146,10100052,מגורים,1,4,4,41,2,11,27,6,49,48,5,6,1,30,48,15339.3193,10100051.54,23,2.277216101,
885,1580,סלעית צופים,מגורים,3559,16666260,מגורים,1,0,1,4,0,1,1,3,5,4,0,0,0,4,4,28201.37092,16666260.06,2,0.120002928,
886,2541,משאבי שדה טללים,מגורים,970,14386030,מגורים,1,0,2,45,0,8,35,4,47,27,0,3,0,15,27,21099.07612,14386029.56,13,0.903654476,
887,531,ראשון לציון,מגורים,3679,400434,מגורים,1,0,1,30,5,8,19,4,31,38,3,1,2,28,38,2724.784248,400433.5431,21,52.44315908,8300
888,2159,מעלה גמלא חד-נס כנף,מגורים,1798,153922535,מגורים,1,0,12,139,0,35,99,15,151,100,4,1,0,75,100,62067.56963,153922535.3,51,0.331335499,
889,1173,ירושלים,מגורים,7160,241960,מגורים,1,0,4,23,14,6,18,2,27,32,3,1,0,20,32,2140.473645,241959.7588,22,90.92421034,3000
890,380,רעננה,מגורים,1062,437866,מגורים,1,1,0,19,0,5,12,3,20,18,1,0,1,16,18,2662.398989,437865.7172,9,20.55424676,8700
891,1815,מועצה אזורית מטה אשר,שטח פתוח,0,1042221,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547.682851,1042220.974,0,0,
892,1022,"תע""ש רמת השרון",תעשיה,0,2689893,תעשיה/מסחר/מתקנים,4,0,1,0,0,0,1,0,1,2,1,0,0,1,2,6929.304119,2689893.141,1,0.37176198,
893,2378,באר שבע,מגורים,903,539810,מגורים,1,1,6,151,4,22,126,9,158,171,7,1,0,117,171,3015.520548,539810.0467,84,155.6102939,9000
894,624,רמלה,מגורים,4346,411042,מגורים,1,0,1,13,6,7,7,0,14,11,0,0,1,7,11,3085.250392,411042.3786,8,19.46271338,8500
895,1266,ירושלים,מגורים,4994,302398,מגורים,1,0,1,15,2,5,10,1,16,14,2,0,0,12,14,3333.331284,302398.0321,8,26.45519862,3000
896,217,רמת גן,פנאי וספורט+ מגורים,716,450879,מגורים,1,0,0,4,2,2,1,1,4,8,0,1,1,4,8,2838.82229,450879.1004,4,8.8715578,8600
897,1908,מגדל העמק,מגורים,3962,737412,מגורים,1,0,0,6,1,2,4,0,6,6,1,0,0,4,6,4441.246284,737412.3006,3,4.068280387,874
898,859,טייבה,שטח פתוח,0,6291486,פנאי/טבע/ספורט,3,0,2,2,2,1,2,0,4,8,1,0,1,6,8,16320.45038,6291486.302,4,0.635779815,2730
899,2231,ערערה,מגורים,12051,4100399,מגורים,1,0,4,72,0,19,55,2,76,44,1,2,1,35,44,10721.04926,4100398.769,20,4.877574384,637
900,1501,תרקומיא / ח'ראס,לא ידוע,0,62143854,עתידי/לא ידוע,5,0,0,3,0,1,2,0,3,4,0,0,0,1,4,32404.32505,62143853.53,2,0.032183392,
901,452,פתח תקווה,מגורים,5441,480766,מגורים,1,0,4,21,6,12,12,1,25,31,2,0,4,21,31,3178.997516,480766.4352,18,37.44021771,7900
902,1119,ירושלים,אתר מורשת,0,225303,פנאי/טבע/ספורט,3,0,2,27,6,7,19,2,29,35,3,0,1,20,35,2031.706752,225302.9511,20,88.76936543,3000
903,70,תל אביב - יפו,פנאי ונופש,0,527373,פנאי/טבע/ספורט,3,1,10,60,13,7,57,3,71,95,20,2,8,48,95,3442.164674,527373.046,53,100.4981206,5000
904,1745,חיפה,שטח פתוח,0,448542,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3569.807251,448541.5087,0,0,4000
905,696,נתניה,תעשיה,699,408870,תעשיה/מסחר/מתקנים,4,0,3,21,7,2,19,3,24,28,1,3,0,21,28,3046.253601,408869.5275,15,36.68651976,7400
906,2068,כרמיאל,מגורים,3611,1088061,מגורים,1,1,0,61,3,15,46,1,62,46,4,3,0,32,46,4808.881293,1088061.06,25,22.9766517,1139
907,1338,אל-ארסאל צפון,לא ידוע,0,992182,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5761.438845,992181.7286,0,0,
908,289,אזור,מגורים,4498,955856,מגורים,1,1,10,32,4,3,34,5,43,69,16,2,3,42,69,4060.299452,955855.7025,33,34.52403947,565
909,1980,מועצה אזורית מטה אשר,שטח פתוח,0,10677319,פנאי/טבע/ספורט,3,3,1,69,3,8,54,9,73,71,2,4,1,57,71,18158.9894,10677319.2,34,3.1843199,
910,931,משמר איילון כפר בן נון,מגורים,1286,13293292,מגורים,1,2,2,47,2,8,33,10,51,35,2,1,2,24,35,20409.24953,13293292.04,18,1.354066393,
911,1598,עוגא,לא ידוע,0,27672480,עתידי/לא ידוע,5,1,1,16,2,1,16,0,18,20,0,0,0,12,20,23236.86122,27672480.19,9,0.325232865,
912,2559,יישובים בדואים לא מוכרים,שטח פתוח,0,30682360,פנאי/טבע/ספורט,3,4,5,22,1,4,26,1,31,19,0,1,0,13,19,28632.69513,30682359.63,11,0.358512192,
913,549,ראשון לציון,מגורים,7719,484268,מגורים,1,0,1,6,3,2,4,1,7,9,1,0,0,8,9,3288.169279,484267.6168,5,10.32486961,8300
914,2161,מגדל גינוסר חוקוק חמאם לבנים,מגורים,5025,31966271,מגורים,1,0,11,101,0,30,74,4,112,78,5,2,0,60,78,40935.43946,31966270.81,41,1.28260191,
915,1191,ירושלים,מגורים,2873,246945,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.54813,246944.956,0,0,3000
916,142,הרצליה,מגורים,3019,273536,מגורים,1,0,1,8,0,1,8,0,9,12,0,1,0,9,12,2473.795495,273536.4125,6,21.93492247,6400
917,1817,קרית ביאליק,תעשיה,0,360486,תעשיה/מסחר/מתקנים,4,0,0,3,0,0,3,0,3,6,1,0,0,5,6,2536.191222,360485.8809,3,8.322101251,9500
918,768,אשדוד,מגורים,10875,650467,מגורים,1,1,7,107,25,24,72,15,115,110,10,0,2,80,110,3270.307672,650467.4474,64,98.39078074,70
919,2396,באר שבע,תעשיה,0,1107276,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710.437582,1107275.957,0,0,9000
920,1410,בית שמש,מיועד למגורים,0,633371,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681.708315,633370.8491,0,0,2610
921,1028,חולון,שטח פתוח,9,456092,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701.697847,456091.9115,0,0,6600
922,235,בני ברק,מגורים,2527,240633,מגורים,1,0,0,4,3,4,0,0,4,5,0,0,1,2,5,2192.831017,240632.6966,4,16.62284493,6100
923,1670,חיפה,מגורים,4683,450813,מגורים,1,0,2,14,7,3,10,3,16,17,2,0,0,12,17,3754.183923,450812.8264,12,26.61858602,4000
924,877,בני דרור,מגורים,1221,3371633,מגורים,1,4,6,45,2,11,38,6,55,58,4,1,2,46,58,9924.481373,3371633.213,25,7.414804169,
925,2233,קציר-חריש,מגורים,2878,3105112,מגורים,1,1,1,5,1,2,5,0,7,6,2,0,0,4,6,8894.867221,3105112.162,4,1.288198233,
926,1519,בית סאחור,לא ידוע,0,1708461,עתידי/לא ידוע,5,0,1,15,0,3,9,3,16,13,1,1,0,10,13,6475.122011,1708460.843,6,3.511932992,
927,470,לוד,תעשיה ומלאכה,0,366720,תעשיה/מסחר/מתקנים,4,0,2,7,0,2,6,1,9,7,2,0,0,4,7,2890.55975,366720.258,4,10.90749669,7000
928,1121,ירושלים,מגורים,4828,215800,מגורים,1,0,1,6,2,2,4,1,7,10,1,0,0,7,10,1946.581781,215800.3163,6,27.80348103,3000
929,72,תל אביב - יפו,מגורים,3717,316907,מגורים,1,0,9,54,10,3,51,8,63,103,22,1,6,48,103,2639.080234,316907.4898,55,173.5522251,5000
930,2468,קרית גת,מגורים,3083,419150,מגורים,1,1,1,10,10,2,9,1,12,12,1,0,0,9,12,3005.651319,419150.1086,11,26.24358142,2630
931,714,ראש העין,מגורים,8381,727181,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712.579622,727181.3243,0,0,2640
